team,opponent,location,goals_for,goals_against,result,team_rating,opponent_rating,rating_diff,team_points,opponent_points,points_diff,round,started,finished,cancelled,goals_conceded_per_match,goals_conceded_per_match_opp,interceptions_per_match,interceptions_per_match_opp,shots_on_target_per_match,shots_on_target_per_match_opp,penalties_conceded,penalties_conceded_opp,penalties_won,penalties_won_opp,goals_per_match,goals_per_match_opp,table_rank,table_rank_opp,defensive_pressure_ratio,discipline_gap,attack_efficiency,is_win,last_5_wins,is_draw,is_loss,last_5_draws,last_5_losses,last_5_total,last_5_win_rate
VfB Stuttgart,Bayer Leverkusen,1,1,1,0,7.16,7.46,-0.2999999999999998,73,90,-17,14,True,True,False,1.1,0.7,7.9,6.6,6.4,7.1,3.0,,8.0,8.0,2.3,2.6,2,1,1.196969696969697,,0.3593749999999999,0,3.0,1,0,1.0,1.0,5.0,0.6
VfB Stuttgart,Bayern München,0,0,3,-1,7.16,7.22,-0.0599999999999996,73,72,1,15,True,True,False,1.1,1.3,7.9,8.5,6.4,7.1,3.0,4.0,8.0,5.0,2.3,2.8,2,3,0.9294117647058824,-1.0,0.3593749999999999,0,3.0,0,1,1.0,1.0,5.0,0.6
VfB Stuttgart,Augsburg,1,3,0,1,7.16,,,73,39,34,16,True,True,False,1.1,,7.9,,6.4,,3.0,,8.0,,2.3,,2,11,,,0.3593749999999999,1,3.0,0,0,1.0,1.0,5.0,0.6
VfB Stuttgart,Borussia Mönchengladbach,0,1,3,-1,7.16,6.81,0.3500000000000005,73,34,39,17,True,True,False,1.1,2.0,7.9,9.8,6.4,4.6,3.0,6.0,8.0,6.0,2.3,1.6,2,14,0.8061224489795918,-3.0,0.3593749999999999,0,2.0,0,1,1.0,2.0,5.0,0.4
VfB Stuttgart,Bochum,0,0,1,-1,7.16,,,73,33,40,18,True,True,False,1.1,,7.9,,6.4,,3.0,,8.0,,2.3,,2,16,,,0.3593749999999999,0,1.0,0,1,1.0,3.0,5.0,0.2
VfB Stuttgart,RB Leipzig,1,5,2,1,7.16,7.08,0.08,73,65,8,19,True,True,False,1.1,1.1,7.9,7.1,6.4,6.6,3.0,5.0,8.0,7.0,2.3,2.3,2,4,1.1126760563380282,-2.0,0.3593749999999999,1,2.0,0,0,0.0,3.0,5.0,0.4
VfB Stuttgart,Freiburg,0,3,1,1,7.16,,,73,42,31,20,True,True,False,1.1,,7.9,,6.4,,3.0,,8.0,,2.3,,2,10,,,0.3593749999999999,1,3.0,0,0,0.0,2.0,5.0,0.6
VfB Stuttgart,Mainz 05,1,3,1,1,7.16,6.85,0.3100000000000005,73,35,38,21,True,True,False,1.1,1.5,7.9,10.2,6.4,4.2,3.0,4.0,8.0,5.0,2.3,1.1,2,13,0.7745098039215688,-1.0,0.3593749999999999,1,3.0,0,0,0.0,2.0,5.0,0.6
VfB Stuttgart,Darmstadt,0,2,1,1,7.16,,,73,17,56,22,True,True,False,1.1,,7.9,,6.4,,3.0,,8.0,,2.3,,2,18,,,0.3593749999999999,1,4.0,0,0,0.0,1.0,5.0,0.8
VfB Stuttgart,1. FC Köln,1,1,1,0,7.16,,,73,27,46,23,True,True,False,1.1,,7.9,,6.4,,3.0,,8.0,,2.3,,2,17,,,0.3593749999999999,0,4.0,1,0,1.0,0.0,5.0,0.8
VfB Stuttgart,Wolfsburg,0,3,2,1,7.16,6.73,0.4299999999999997,73,37,36,24,True,True,False,1.1,1.6,7.9,7.9,6.4,4.4,3.0,3.0,8.0,3.0,2.3,1.2,2,12,1.0,0.0,0.3593749999999999,1,4.0,0,0,1.0,0.0,5.0,0.8
VfB Stuttgart,Union Berlin,1,2,0,1,7.16,6.67,0.4900000000000002,73,33,40,25,True,True,False,1.1,1.7,7.9,9.0,6.4,4.0,3.0,7.0,8.0,6.0,2.3,1.0,2,15,0.8777777777777778,-4.0,0.3593749999999999,1,4.0,0,0,1.0,0.0,5.0,0.8
VfB Stuttgart,Hoffenheim,0,3,0,1,7.16,,,73,46,27,26,True,True,False,1.1,,7.9,,6.4,,3.0,,8.0,,2.3,,2,7,,,0.3593749999999999,1,4.0,0,0,1.0,0.0,5.0,0.8
VfB Stuttgart,FC Heidenheim,1,3,3,0,7.16,6.79,0.3700000000000001,73,42,31,27,True,True,False,1.1,1.6,7.9,8.9,6.4,3.5,3.0,10.0,8.0,3.0,2.3,1.5,2,8,0.8876404494382023,-7.0,0.3593749999999999,0,3.0,1,0,2.0,0.0,5.0,0.6
VfB Stuttgart,Borussia Dortmund,0,1,0,1,7.16,7.04,0.1200000000000001,73,63,10,28,True,True,False,1.1,1.3,7.9,7.4,6.4,5.6,3.0,6.0,8.0,6.0,2.3,2.0,2,5,1.0675675675675675,-3.0,0.3593749999999999,1,4.0,0,0,1.0,0.0,5.0,0.8
VfB Stuttgart,Eintracht Frankfurt,1,3,0,1,7.16,6.87,0.29,73,47,26,29,True,True,False,1.1,1.5,7.9,8.9,6.4,4.3,3.0,11.0,8.0,3.0,2.3,1.5,2,6,0.8876404494382023,-8.0,0.3593749999999999,1,4.0,0,0,1.0,0.0,5.0,0.8
VfB Stuttgart,Werder Bremen,0,1,2,-1,7.16,6.89,0.2700000000000004,73,42,31,30,True,True,False,1.1,1.6,7.9,8.4,6.4,3.9,3.0,6.0,8.0,6.0,2.3,1.4,2,9,0.9404761904761904,-3.0,0.3593749999999999,0,3.0,0,1,1.0,1.0,5.0,0.6
VfB Stuttgart,Bayer Leverkusen,0,2,2,0,7.16,7.46,-0.2999999999999998,73,90,-17,31,True,True,False,1.1,0.7,7.9,6.6,6.4,7.1,3.0,,8.0,8.0,2.3,2.6,2,1,1.196969696969697,,0.3593749999999999,0,2.0,1,0,2.0,1.0,5.0,0.4
VfB Stuttgart,Bayern München,1,3,1,1,7.16,7.22,-0.0599999999999996,73,72,1,32,True,True,False,1.1,1.3,7.9,8.5,6.4,7.1,3.0,4.0,8.0,5.0,2.3,2.8,2,3,0.9294117647058824,-1.0,0.3593749999999999,1,3.0,0,0,1.0,1.0,5.0,0.6
VfB Stuttgart,Augsburg,0,1,0,1,7.16,,,73,39,34,33,True,True,False,1.1,,7.9,,6.4,,3.0,,8.0,,2.3,,2,11,,,0.3593749999999999,1,3.0,0,0,1.0,1.0,5.0,0.6
VfB Stuttgart,Borussia Mönchengladbach,1,4,0,1,7.16,6.81,0.3500000000000005,73,34,39,34,True,True,False,1.1,2.0,7.9,9.8,6.4,4.6,3.0,6.0,8.0,6.0,2.3,1.6,2,14,0.8061224489795918,-3.0,0.3593749999999999,1,3.0,0,0,1.0,1.0,5.0,0.6
Werder Bremen,Darmstadt,0,2,4,-1,6.89,,,42,17,25,6,True,True,False,1.6,,8.4,,3.9,,6.0,,6.0,,1.4,,9,18,,,0.358974358974359,0,0.0,0,1,0.0,1.0,1.0,0.0
Werder Bremen,Hoffenheim,1,2,3,-1,6.89,,,42,46,-4,7,True,True,False,1.6,,8.4,,3.9,,6.0,,6.0,,1.4,,9,7,,,0.358974358974359,0,0.0,0,1,0.0,2.0,2.0,0.0
Werder Bremen,Borussia Dortmund,0,0,1,-1,6.89,7.04,-0.1500000000000003,42,63,-21,8,True,True,False,1.6,1.3,8.4,7.4,3.9,5.6,6.0,6.0,6.0,6.0,1.4,2.0,9,5,1.135135135135135,0.0,0.358974358974359,0,0.0,0,1,0.0,3.0,3.0,0.0
Werder Bremen,Union Berlin,1,2,0,1,6.89,6.67,0.2199999999999997,42,33,9,9,True,True,False,1.6,1.7,8.4,9.0,3.9,4.0,6.0,7.0,6.0,6.0,1.4,1.0,9,15,0.9333333333333332,-1.0,0.358974358974359,1,1.0,0,0,0.0,3.0,4.0,0.25
Werder Bremen,Wolfsburg,0,2,2,0,6.89,6.73,0.1599999999999992,42,37,5,10,True,True,False,1.6,1.6,8.4,7.9,3.9,4.4,6.0,3.0,6.0,3.0,1.4,1.2,9,12,1.0632911392405062,3.0,0.358974358974359,0,1.0,1,0,1.0,3.0,5.0,0.2
Werder Bremen,Eintracht Frankfurt,1,2,2,0,6.89,6.87,0.0199999999999995,42,47,-5,11,True,True,False,1.6,1.5,8.4,8.9,3.9,4.3,6.0,11.0,6.0,3.0,1.4,1.5,9,6,0.9438202247191012,-5.0,0.358974358974359,0,1.0,1,0,2.0,2.0,5.0,0.2
Werder Bremen,Bayer Leverkusen,1,0,3,-1,6.89,7.46,-0.5700000000000003,42,90,-48,12,True,True,False,1.6,0.7,8.4,6.6,3.9,7.1,6.0,,6.0,8.0,1.4,2.6,9,1,1.272727272727273,,0.358974358974359,0,1.0,0,1,2.0,2.0,5.0,0.2
Werder Bremen,VfB Stuttgart,0,0,2,-1,6.89,7.16,-0.2700000000000004,42,73,-31,13,True,True,False,1.6,1.1,8.4,7.9,3.9,6.4,6.0,3.0,6.0,8.0,1.4,2.3,9,2,1.0632911392405062,3.0,0.358974358974359,0,1.0,0,1,2.0,2.0,5.0,0.2
Werder Bremen,Augsburg,1,2,0,1,6.89,,,42,39,3,14,True,True,False,1.6,,8.4,,3.9,,6.0,,6.0,,1.4,,9,11,,,0.358974358974359,1,1.0,0,0,2.0,2.0,5.0,0.2
Werder Bremen,Borussia Mönchengladbach,0,2,2,0,6.89,6.81,0.08,42,34,8,15,True,True,False,1.6,2.0,8.4,9.8,3.9,4.6,6.0,6.0,6.0,6.0,1.4,1.6,9,14,0.8571428571428571,0.0,0.358974358974359,0,1.0,1,0,2.0,2.0,5.0,0.2
Werder Bremen,RB Leipzig,1,1,1,0,6.89,7.08,-0.1900000000000004,42,65,-23,16,True,True,False,1.6,1.1,8.4,7.1,3.9,6.6,6.0,5.0,6.0,7.0,1.4,2.3,9,4,1.183098591549296,1.0,0.358974358974359,0,1.0,1,0,2.0,2.0,5.0,0.2
Werder Bremen,Bochum,0,1,1,0,6.89,,,42,33,9,17,True,True,False,1.6,,8.4,,3.9,,6.0,,6.0,,1.4,,9,16,,,0.358974358974359,0,1.0,1,0,3.0,1.0,5.0,0.2
Werder Bremen,Bayern München,0,1,0,1,6.89,7.22,-0.33,42,72,-30,18,True,True,False,1.6,1.3,8.4,8.5,3.9,7.1,6.0,4.0,6.0,5.0,1.4,2.8,9,3,0.9882352941176472,2.0,0.358974358974359,1,2.0,0,0,3.0,0.0,5.0,0.4
Werder Bremen,Freiburg,1,3,1,1,6.89,,,42,42,0,19,True,True,False,1.6,,8.4,,3.9,,6.0,,6.0,,1.4,,9,10,,,0.358974358974359,1,2.0,0,0,3.0,0.0,5.0,0.4
Werder Bremen,Mainz 05,0,1,0,1,6.89,6.85,0.04,42,35,7,20,True,True,False,1.6,1.5,8.4,10.2,3.9,4.2,6.0,4.0,6.0,5.0,1.4,1.1,9,13,0.823529411764706,2.0,0.358974358974359,1,3.0,0,0,2.0,0.0,5.0,0.6
Werder Bremen,FC Heidenheim,1,1,2,-1,6.89,6.79,0.0999999999999996,42,42,0,21,True,True,False,1.6,1.6,8.4,8.9,3.9,3.5,6.0,10.0,6.0,3.0,1.4,1.5,9,8,0.9438202247191012,-4.0,0.358974358974359,0,3.0,0,1,1.0,1.0,5.0,0.6
Werder Bremen,1. FC Köln,0,1,0,1,6.89,,,42,27,15,22,True,True,False,1.6,,8.4,,3.9,,6.0,,6.0,,1.4,,9,17,,,0.358974358974359,1,4.0,0,0,0.0,1.0,5.0,0.8
Werder Bremen,Darmstadt,1,1,1,0,6.89,,,42,17,25,23,True,True,False,1.6,,8.4,,3.9,,6.0,,6.0,,1.4,,9,18,,,0.358974358974359,0,3.0,1,0,1.0,1.0,5.0,0.6
Werder Bremen,Hoffenheim,0,1,2,-1,6.89,,,42,46,-4,24,True,True,False,1.6,,8.4,,3.9,,6.0,,6.0,,1.4,,9,7,,,0.358974358974359,0,2.0,0,1,1.0,2.0,5.0,0.4
Werder Bremen,Borussia Dortmund,1,1,2,-1,6.89,7.04,-0.1500000000000003,42,63,-21,25,True,True,False,1.6,1.3,8.4,7.4,3.9,5.6,6.0,6.0,6.0,6.0,1.4,2.0,9,5,1.135135135135135,0.0,0.358974358974359,0,1.0,0,1,1.0,3.0,5.0,0.2
Werder Bremen,Union Berlin,0,1,2,-1,6.89,6.67,0.2199999999999997,42,33,9,26,True,True,False,1.6,1.7,8.4,9.0,3.9,4.0,6.0,7.0,6.0,6.0,1.4,1.0,9,15,0.9333333333333332,-1.0,0.358974358974359,0,1.0,0,1,1.0,3.0,5.0,0.2
Werder Bremen,Wolfsburg,1,0,2,-1,6.89,6.73,0.1599999999999992,42,37,5,27,True,True,False,1.6,1.6,8.4,7.9,3.9,4.4,6.0,3.0,6.0,3.0,1.4,1.2,9,12,1.0632911392405062,3.0,0.358974358974359,0,0.0,0,1,1.0,4.0,5.0,0.0
Werder Bremen,Eintracht Frankfurt,0,1,1,0,6.89,6.87,0.0199999999999995,42,47,-5,28,True,True,False,1.6,1.5,8.4,8.9,3.9,4.3,6.0,11.0,6.0,3.0,1.4,1.5,9,6,0.9438202247191012,-5.0,0.358974358974359,0,0.0,1,0,1.0,4.0,5.0,0.0
Werder Bremen,Bayer Leverkusen,0,0,5,-1,6.89,7.46,-0.5700000000000003,42,90,-48,29,True,True,False,1.6,0.7,8.4,6.6,3.9,7.1,6.0,,6.0,8.0,1.4,2.6,9,1,1.272727272727273,,0.358974358974359,0,0.0,0,1,1.0,4.0,5.0,0.0
Werder Bremen,VfB Stuttgart,1,2,1,1,6.89,7.16,-0.2700000000000004,42,73,-31,30,True,True,False,1.6,1.1,8.4,7.9,3.9,6.4,6.0,3.0,6.0,8.0,1.4,2.3,9,2,1.0632911392405062,3.0,0.358974358974359,1,1.0,0,0,1.0,3.0,5.0,0.2
Werder Bremen,Augsburg,0,3,0,1,6.89,,,42,39,3,31,True,True,False,1.6,,8.4,,3.9,,6.0,,6.0,,1.4,,9,11,,,0.358974358974359,1,2.0,0,0,1.0,2.0,5.0,0.4
Werder Bremen,Borussia Mönchengladbach,1,2,2,0,6.89,6.81,0.08,42,34,8,32,True,True,False,1.6,2.0,8.4,9.8,3.9,4.6,6.0,6.0,6.0,6.0,1.4,1.6,9,14,0.8571428571428571,0.0,0.358974358974359,0,2.0,1,0,2.0,1.0,5.0,0.4
Werder Bremen,RB Leipzig,0,1,1,0,6.89,7.08,-0.1900000000000004,42,65,-23,33,True,True,False,1.6,1.1,8.4,7.1,3.9,6.6,6.0,5.0,6.0,7.0,1.4,2.3,9,4,1.183098591549296,1.0,0.358974358974359,0,2.0,1,0,2.0,1.0,5.0,0.4
Werder Bremen,Bochum,1,4,1,1,6.89,,,42,33,9,34,True,True,False,1.6,,8.4,,3.9,,6.0,,6.0,,1.4,,9,16,,,0.358974358974359,1,3.0,0,0,2.0,0.0,5.0,0.6
Wolfsburg,Eintracht Frankfurt,1,2,0,1,6.73,6.87,-0.1399999999999996,37,47,-10,6,True,True,False,1.6,1.5,7.9,8.9,4.4,4.3,3.0,11.0,3.0,3.0,1.2,1.5,12,6,0.8876404494382023,-8.0,0.2727272727272727,1,1.0,0,0,0.0,0.0,1.0,1.0
Wolfsburg,VfB Stuttgart,0,1,3,-1,6.73,7.16,-0.4299999999999997,37,73,-36,7,True,True,False,1.6,1.1,7.9,7.9,4.4,6.4,3.0,3.0,3.0,8.0,1.2,2.3,12,2,1.0,0.0,0.2727272727272727,0,1.0,0,1,0.0,1.0,2.0,0.5
Wolfsburg,Bayer Leverkusen,1,1,2,-1,6.73,7.46,-0.7299999999999995,37,90,-53,8,True,True,False,1.6,0.7,7.9,6.6,4.4,7.1,3.0,,3.0,8.0,1.2,2.6,12,1,1.196969696969697,,0.2727272727272727,0,1.0,0,1,0.0,2.0,3.0,0.3333333333333333
Wolfsburg,Augsburg,0,2,3,-1,6.73,,,37,39,-2,9,True,True,False,1.6,,7.9,,4.4,,3.0,,3.0,,1.2,,12,11,,,0.2727272727272727,0,1.0,0,1,0.0,3.0,4.0,0.25
Wolfsburg,Werder Bremen,1,2,2,0,6.73,6.89,-0.1599999999999992,37,42,-5,10,True,True,False,1.6,1.6,7.9,8.4,4.4,3.9,3.0,6.0,3.0,6.0,1.2,1.4,12,9,0.9404761904761904,-3.0,0.2727272727272727,0,1.0,1,0,1.0,3.0,5.0,0.2
Wolfsburg,Borussia Mönchengladbach,0,0,4,-1,6.73,6.81,-0.0799999999999991,37,34,3,11,True,True,False,1.6,2.0,7.9,9.8,4.4,4.6,3.0,6.0,3.0,6.0,1.2,1.6,12,14,0.8061224489795918,-3.0,0.2727272727272727,0,0.0,0,1,1.0,4.0,5.0,0.0
Wolfsburg,RB Leipzig,1,2,1,1,6.73,7.08,-0.3499999999999996,37,65,-28,12,True,True,False,1.6,1.1,7.9,7.1,4.4,6.6,3.0,5.0,3.0,7.0,1.2,2.3,12,4,1.1126760563380282,-2.0,0.2727272727272727,1,1.0,0,0,1.0,3.0,5.0,0.2
Wolfsburg,Bochum,0,1,3,-1,6.73,,,37,33,4,13,True,True,False,1.6,,7.9,,4.4,,3.0,,3.0,,1.2,,12,16,,,0.2727272727272727,0,1.0,0,1,1.0,3.0,5.0,0.2
Wolfsburg,Freiburg,1,0,1,-1,6.73,,,37,42,-5,14,True,True,False,1.6,,7.9,,4.4,,3.0,,3.0,,1.2,,12,10,,,0.2727272727272727,0,1.0,0,1,1.0,3.0,5.0,0.2
Wolfsburg,Darmstadt,0,1,0,1,6.73,,,37,17,20,15,True,True,False,1.6,,7.9,,4.4,,3.0,,3.0,,1.2,,12,18,,,0.2727272727272727,1,2.0,0,0,0.0,3.0,5.0,0.4
Wolfsburg,Bayern München,1,1,2,-1,6.73,7.22,-0.4899999999999993,37,72,-35,16,True,True,False,1.6,1.3,7.9,8.5,4.4,7.1,3.0,4.0,3.0,5.0,1.2,2.8,12,3,0.9294117647058824,-1.0,0.2727272727272727,0,2.0,0,1,0.0,3.0,5.0,0.4
Wolfsburg,Mainz 05,0,1,1,0,6.73,6.85,-0.1199999999999992,37,35,2,17,True,True,False,1.6,1.5,7.9,10.2,4.4,4.2,3.0,4.0,3.0,5.0,1.2,1.1,12,13,0.7745098039215688,-1.0,0.2727272727272727,0,1.0,1,0,1.0,3.0,5.0,0.2
Wolfsburg,FC Heidenheim,0,1,1,0,6.73,6.79,-0.0599999999999996,37,42,-5,18,True,True,False,1.6,1.6,7.9,8.9,4.4,3.5,3.0,10.0,3.0,3.0,1.2,1.5,12,8,0.8876404494382023,-7.0,0.2727272727272727,0,1.0,1,0,2.0,2.0,5.0,0.2
Wolfsburg,1. FC Köln,1,1,1,0,6.73,,,37,27,10,19,True,True,False,1.6,,7.9,,4.4,,3.0,,3.0,,1.2,,12,17,,,0.2727272727272727,0,1.0,1,0,3.0,1.0,5.0,0.2
Wolfsburg,Hoffenheim,1,2,2,0,6.73,,,37,46,-9,20,True,True,False,1.6,,7.9,,4.4,,3.0,,3.0,,1.2,,12,7,,,0.2727272727272727,0,0.0,1,0,4.0,1.0,5.0,0.0
Wolfsburg,Union Berlin,0,0,1,-1,6.73,6.67,0.0600000000000005,37,33,4,21,True,True,False,1.6,1.7,7.9,9.0,4.4,4.0,3.0,7.0,3.0,6.0,1.2,1.0,12,15,0.8777777777777778,-4.0,0.2727272727272727,0,0.0,0,1,4.0,1.0,5.0,0.0
Wolfsburg,Borussia Dortmund,1,1,1,0,6.73,7.04,-0.3099999999999996,37,63,-26,22,True,True,False,1.6,1.3,7.9,7.4,4.4,5.6,3.0,6.0,3.0,6.0,1.2,2.0,12,5,1.0675675675675675,-3.0,0.2727272727272727,0,0.0,1,0,4.0,1.0,5.0,0.0
Wolfsburg,Eintracht Frankfurt,0,2,2,0,6.73,6.87,-0.1399999999999996,37,47,-10,23,True,True,False,1.6,1.5,7.9,8.9,4.4,4.3,3.0,11.0,3.0,3.0,1.2,1.5,12,6,0.8876404494382023,-8.0,0.2727272727272727,0,0.0,1,0,4.0,1.0,5.0,0.0
Wolfsburg,VfB Stuttgart,1,2,3,-1,6.73,7.16,-0.4299999999999997,37,73,-36,24,True,True,False,1.6,1.1,7.9,7.9,4.4,6.4,3.0,3.0,3.0,8.0,1.2,2.3,12,2,1.0,0.0,0.2727272727272727,0,0.0,0,1,3.0,2.0,5.0,0.0
Wolfsburg,Bayer Leverkusen,0,0,2,-1,6.73,7.46,-0.7299999999999995,37,90,-53,25,True,True,False,1.6,0.7,7.9,6.6,4.4,7.1,3.0,,3.0,8.0,1.2,2.6,12,1,1.196969696969697,,0.2727272727272727,0,0.0,0,1,2.0,3.0,5.0,0.0
Wolfsburg,Augsburg,1,1,3,-1,6.73,,,37,39,-2,26,True,True,False,1.6,,7.9,,4.4,,3.0,,3.0,,1.2,,12,11,,,0.2727272727272727,0,0.0,0,1,2.0,3.0,5.0,0.0
Wolfsburg,Werder Bremen,0,2,0,1,6.73,6.89,-0.1599999999999992,37,42,-5,27,True,True,False,1.6,1.6,7.9,8.4,4.4,3.9,3.0,6.0,3.0,6.0,1.2,1.4,12,9,0.9404761904761904,-3.0,0.2727272727272727,1,1.0,0,0,1.0,3.0,5.0,0.2
Wolfsburg,Borussia Mönchengladbach,1,1,3,-1,6.73,6.81,-0.0799999999999991,37,34,3,28,True,True,False,1.6,2.0,7.9,9.8,4.4,4.6,3.0,6.0,3.0,6.0,1.2,1.6,12,14,0.8061224489795918,-3.0,0.2727272727272727,0,1.0,0,1,0.0,4.0,5.0,0.2
Wolfsburg,RB Leipzig,0,0,3,-1,6.73,7.08,-0.3499999999999996,37,65,-28,29,True,True,False,1.6,1.1,7.9,7.1,4.4,6.6,3.0,5.0,3.0,7.0,1.2,2.3,12,4,1.1126760563380282,-2.0,0.2727272727272727,0,1.0,0,1,0.0,4.0,5.0,0.2
Wolfsburg,Bochum,1,1,0,1,6.73,,,37,33,4,30,True,True,False,1.6,,7.9,,4.4,,3.0,,3.0,,1.2,,12,16,,,0.2727272727272727,1,2.0,0,0,0.0,3.0,5.0,0.4
Wolfsburg,Freiburg,0,2,1,1,6.73,,,37,42,-5,31,True,True,False,1.6,,7.9,,4.4,,3.0,,3.0,,1.2,,12,10,,,0.2727272727272727,1,3.0,0,0,0.0,2.0,5.0,0.6
Wolfsburg,Darmstadt,1,3,0,1,6.73,,,37,17,20,32,True,True,False,1.6,,7.9,,4.4,,3.0,,3.0,,1.2,,12,18,,,0.2727272727272727,1,3.0,0,0,0.0,2.0,5.0,0.6
Wolfsburg,Bayern München,0,0,2,-1,6.73,7.22,-0.4899999999999993,37,72,-35,33,True,True,False,1.6,1.3,7.9,8.5,4.4,7.1,3.0,4.0,3.0,5.0,1.2,2.8,12,3,0.9294117647058824,-1.0,0.2727272727272727,0,3.0,0,1,0.0,2.0,5.0,0.6
Wolfsburg,Mainz 05,1,1,3,-1,6.73,6.85,-0.1199999999999992,37,35,2,34,True,True,False,1.6,1.5,7.9,10.2,4.4,4.2,3.0,4.0,3.0,5.0,1.2,1.1,12,13,0.7745098039215688,-1.0,0.2727272727272727,0,3.0,0,1,0.0,2.0,5.0,0.6
